Date,Week,Plant,Department,Model,Issue_Type,Severity,Affected_Units,Status
2026-04-13,W16,Dearborn,Body Shop,Ranger,Machine Failure,Low,11,Active
2026-04-13,W16,Dearborn,Paint Shop,Bronco,Quality Issue,Medium,13,Resolved
2026-04-13,W16,Dearborn,Logistics,Expedition,Machine Failure,Medium,20,Resolved
2026-04-13,W16,Chicago,Logistics,F-150,Quality Issue,Low,8,Active
2026-04-13,W16,Chicago,Logistics,Explorer,Machine Failure,Medium,17,Active
2026-04-13,W16,Chicago,Assembly,Edge,Equipment Failure,Low,8,Active
2026-04-13,W16,Chicago,Body Shop,Ranger,Inspection Failure,High,21,Active
2026-04-13,W16,Chicago,Paint Shop,Bronco,Inspection Failure,Low,10,Active
2026-04-13,W16,Chicago,Assembly,Expedition,Inspection Failure,Medium,17,Resolved
2026-04-13,W16,Chicago,Paint Shop,Fusion,Equipment Failure,High,23,Active
2026-04-13,W16,Detroit,Quality Check,F-150,Machine Failure,Medium,16,Active
2026-04-13,W16,Detroit,Quality Check,Escape,Inspection Failure,Medium,14,Active
2026-04-13,W16,Detroit,Body Shop,Edge,Safety Issue,Medium,14,Resolved
2026-04-13,W16,Detroit,Quality Check,Bronco,Machine Failure,Low,11,Resolved
2026-04-13,W16,Detroit,Logistics,Expedition,Machine Failure,Low,9,Active
2026-04-13,W16,Detroit,Paint Shop,Fusion,Equipment Failure,High,24,Active
2026-04-13,W16,Kansas City,Quality Check,F-150,Equipment Failure,Medium,11,Resolved
2026-04-13,W16,Louisville,Assembly,Mustang,Safety Issue,Medium,18,Active
2026-04-13,W16,Louisville,Logistics,Edge,Safety Issue,Medium,16,Resolved
2026-04-13,W16,Louisville,Paint Shop,Expedition,Inspection Failure,Medium,16,Active
2026-04-13,W16,Louisville,Assembly,Fusion,Quality Issue,High,26,Active
2026-04-13,W16,Louisville,Paint Shop,Mach-E,Safety Issue,Medium,22,Active
2026-04-13,W16,Valencia,Body Shop,F-150,Safety Issue,Medium,12,Resolved
2026-04-13,W16,Valencia,Assembly,Mustang,Machine Failure,Medium,12,Resolved
2026-04-13,W16,Valencia,Assembly,Explorer,Inspection Failure,High,23,Resolved
2026-04-13,W16,Valencia,Assembly,Edge,Machine Failure,Medium,16,Resolved
2026-04-13,W16,Valencia,Logistics,Fusion,Safety Issue,Medium,19,Resolved
2026-04-13,W16,Cologne,Quality Check,F-150,Machine Failure,Low,8,Active
2026-04-13,W16,Cologne,Logistics,Mustang,Quality Issue,High,23,Resolved
2026-04-13,W16,Cologne,Body Shop,Explorer,Equipment Failure,Medium,18,Active
2026-04-13,W16,Cologne,Quality Check,Edge,Machine Failure,Low,12,Active
2026-04-13,W16,Cologne,Body Shop,Expedition,Machine Failure,High,27,Active
2026-04-13,W16,Cologne,Assembly,Fusion,Inspection Failure,Low,13,Active
2026-04-13,W16,Cologne,Assembly,Mach-E,Inspection Failure,Medium,16,Resolved
2026-04-13,W16,Chennai,Paint Shop,Escape,Inspection Failure,Low,12,Active
2026-04-13,W16,Chennai,Assembly,Edge,Machine Failure,Medium,20,Active
2026-04-13,W16,Chennai,Body Shop,Ranger,Machine Failure,High,24,Active
2026-04-13,W16,Chennai,Assembly,Bronco,Machine Failure,Medium,15,Active
2026-04-13,W16,Pune,Logistics,Mustang,Quality Issue,Medium,14,Active
2026-04-13,W16,Pune,Quality Check,Explorer,Inspection Failure,High,23,Resolved
2026-04-13,W16,Pune,Paint Shop,Edge,Quality Issue,High,25,Active
2026-04-13,W16,Pune,Paint Shop,Ranger,Inspection Failure,Medium,18,Active
2026-04-13,W16,Pune,Body Shop,Expedition,Quality Issue,Medium,20,Active
2026-04-13,W16,Pune,Logistics,Fusion,Quality Issue,High,28,Active
2026-04-13,W16,Sanand,Logistics,Mustang,Safety Issue,Medium,13,Resolved
2026-04-13,W16,Sanand,Quality Check,Ranger,Inspection Failure,Medium,20,Resolved
2026-04-13,W16,Sanand,Paint Shop,Bronco,Safety Issue,Low,10,Resolved
2026-04-13,W16,Sanand,Assembly,Fusion,Inspection Failure,Medium,18,Active
2026-04-14,W16,Dearborn,Logistics,Explorer,Machine Failure,Medium,18,Active
2026-04-14,W16,Dearborn,Body Shop,Escape,Inspection Failure,Medium,17,Resolved
2026-04-14,W16,Dearborn,Assembly,Edge,Machine Failure,High,23,Resolved
2026-04-14,W16,Dearborn,Quality Check,Expedition,Machine Failure,Medium,18,Resolved
2026-04-14,W16,Chicago,Assembly,F-150,Machine Failure,Medium,17,Resolved
2026-04-14,W16,Chicago,Quality Check,Mustang,Equipment Failure,Medium,13,Active
2026-04-14,W16,Chicago,Quality Check,Explorer,Safety Issue,Medium,13,Active
2026-04-14,W16,Chicago,Body Shop,Ranger,Equipment Failure,High,25,Resolved
2026-04-14,W16,Chicago,Body Shop,Expedition,Machine Failure,Medium,18,Active
2026-04-14,W16,Chicago,Paint Shop,Fusion,Equipment Failure,Medium,20,Active
2026-04-14,W16,Detroit,Logistics,F-150,Safety Issue,Medium,16,Active
2026-04-14,W16,Detroit,Body Shop,Mustang,Safety Issue,Medium,15,Resolved
2026-04-14,W16,Detroit,Logistics,Explorer,Safety Issue,Medium,15,Resolved
2026-04-14,W16,Detroit,Body Shop,Escape,Safety Issue,Low,9,Resolved
2026-04-14,W16,Kansas City,Logistics,F-150,Safety Issue,Medium,15,Active
2026-04-14,W16,Kansas City,Assembly,Mustang,Machine Failure,Low,10,Active
2026-04-14,W16,Kansas City,Body Shop,Explorer,Machine Failure,Medium,19,Active
2026-04-14,W16,Kansas City,Quality Check,Escape,Inspection Failure,Medium,13,Resolved
2026-04-14,W16,Kansas City,Body Shop,Edge,Inspection Failure,Medium,17,Resolved
2026-04-14,W16,Kansas City,Quality Check,Ranger,Quality Issue,Medium,14,Resolved
2026-04-14,W16,Louisville,Body Shop,F-150,Machine Failure,Medium,17,Resolved
2026-04-14,W16,Louisville,Assembly,Mustang,Inspection Failure,Low,9,Active
2026-04-14,W16,Louisville,Paint Shop,Explorer,Inspection Failure,Medium,17,Resolved
2026-04-14,W16,Louisville,Quality Check,Ranger,Equipment Failure,High,23,Resolved
2026-04-14,W16,Louisville,Body Shop,Fusion,Quality Issue,High,28,Resolved
2026-04-14,W16,Valencia,Logistics,F-150,Inspection Failure,Medium,18,Active
2026-04-14,W16,Valencia,Paint Shop,Explorer,Equipment Failure,High,22,Active
2026-04-14,W16,Valencia,Body Shop,Ranger,Inspection Failure,Medium,19,Active
2026-04-14,W16,Valencia,Assembly,Bronco,Inspection Failure,High,24,Resolved
2026-04-14,W16,Valencia,Assembly,Mach-E,Equipment Failure,High,26,Active
2026-04-14,W16,Cologne,Paint Shop,F-150,Inspection Failure,High,22,Active
2026-04-14,W16,Cologne,Body Shop,Mustang,Inspection Failure,Low,9,Active
2026-04-14,W16,Cologne,Logistics,Explorer,Quality Issue,Medium,15,Active
2026-04-14,W16,Cologne,Assembly,Edge,Safety Issue,Medium,19,Active
2026-04-14,W16,Cologne,Body Shop,Ranger,Machine Failure,Low,9,Active
2026-04-14,W16,Cologne,Paint Shop,Expedition,Quality Issue,Medium,21,Resolved
2026-04-14,W16,Chennai,Logistics,F-150,Machine Failure,Medium,12,Active
2026-04-14,W16,Chennai,Logistics,Explorer,Equipment Failure,Low,8,Active
2026-04-14,W16,Chennai,Logistics,Edge,Quality Issue,Medium,14,Active
2026-04-14,W16,Chennai,Quality Check,Bronco,Quality Issue,Low,13,Resolved
2026-04-14,W16,Chennai,Assembly,Expedition,Inspection Failure,High,24,Resolved
2026-04-14,W16,Chennai,Assembly,Fusion,Machine Failure,High,27,Resolved
2026-04-14,W16,Pune,Body Shop,Ranger,Quality Issue,Medium,23,Active
2026-04-14,W16,Pune,Assembly,Expedition,Inspection Failure,Medium,18,Resolved
2026-04-14,W16,Sanand,Logistics,F-150,Safety Issue,Medium,20,Resolved
2026-04-14,W16,Sanand,Body Shop,Bronco,Inspection Failure,Medium,22,Active
2026-04-15,W16,Dearborn,Body Shop,F-150,Inspection Failure,Medium,16,Resolved
2026-04-15,W16,Dearborn,Assembly,Mustang,Machine Failure,High,20,Active
2026-04-15,W16,Dearborn,Body Shop,Explorer,Safety Issue,High,20,Resolved
2026-04-15,W16,Dearborn,Assembly,Ranger,Safety Issue,Medium,16,Active
2026-04-15,W16,Dearborn,Logistics,Bronco,Inspection Failure,High,22,Active
2026-04-15,W16,Dearborn,Paint Shop,Expedition,Quality Issue,Low,10,Active
2026-04-15,W16,Chicago,Body Shop,F-150,Safety Issue,Medium,14,Active
2026-04-15,W16,Chicago,Logistics,Explorer,Machine Failure,Medium,13,Active
2026-04-15,W16,Chicago,Quality Check,Edge,Machine Failure,Medium,14,Resolved
2026-04-15,W16,Chicago,Paint Shop,Ranger,Inspection Failure,Medium,13,Resolved
2026-04-15,W16,Chicago,Logistics,Fusion,Equipment Failure,Low,11,Active
2026-04-15,W16,Detroit,Assembly,Explorer,Quality Issue,Medium,15,Active
2026-04-15,W16,Detroit,Body Shop,Escape,Inspection Failure,Low,9,Active
2026-04-15,W16,Detroit,Paint Shop,Edge,Safety Issue,Medium,18,Resolved
2026-04-15,W16,Detroit,Body Shop,Expedition,Machine Failure,High,25,Resolved
2026-04-15,W16,Detroit,Quality Check,Fusion,Inspection Failure,High,26,Active
2026-04-15,W16,Kansas City,Logistics,F-150,Safety Issue,Medium,13,Resolved
2026-04-15,W16,Kansas City,Body Shop,Escape,Inspection Failure,Low,8,Resolved
2026-04-15,W16,Kansas City,Logistics,Edge,Machine Failure,Medium,21,Active
2026-04-15,W16,Kansas City,Logistics,Ranger,Equipment Failure,High,23,Active
2026-04-15,W16,Kansas City,Assembly,Bronco,Quality Issue,High,24,Resolved
2026-04-15,W16,Louisville,Quality Check,Mustang,Machine Failure,Low,10,Active
2026-04-15,W16,Louisville,Body Shop,Edge,Quality Issue,Low,8,Resolved
2026-04-15,W16,Louisville,Assembly,Bronco,Machine Failure,Low,12,Active
2026-04-15,W16,Louisville,Paint Shop,Fusion,Quality Issue,High,24,Active
2026-04-15,W16,Louisville,Assembly,Mach-E,Inspection Failure,High,26,Resolved
2026-04-15,W16,Valencia,Paint Shop,F-150,Safety Issue,Medium,12,Active
2026-04-15,W16,Valencia,Paint Shop,Explorer,Machine Failure,Medium,20,Resolved
2026-04-15,W16,Valencia,Quality Check,Escape,Inspection Failure,Low,10,Active
2026-04-15,W16,Valencia,Body Shop,Edge,Equipment Failure,Medium,22,Active
2026-04-15,W16,Valencia,Paint Shop,Bronco,Quality Issue,Low,10,Active
2026-04-15,W16,Valencia,Body Shop,Expedition,Machine Failure,Medium,20,Active
2026-04-15,W16,Valencia,Body Shop,Fusion,Equipment Failure,High,27,Resolved
2026-04-15,W16,Cologne,Logistics,F-150,Equipment Failure,High,22,Resolved
2026-04-15,W16,Cologne,Logistics,Escape,Inspection Failure,Medium,20,Active
2026-04-15,W16,Cologne,Paint Shop,Edge,Machine Failure,Low,9,Active
2026-04-15,W16,Cologne,Assembly,Ranger,Inspection Failure,Low,10,Active
2026-04-15,W16,Cologne,Quality Check,Bronco,Machine Failure,Medium,15,Active
2026-04-15,W16,Cologne,Logistics,Expedition,Quality Issue,High,29,Resolved
2026-04-15,W16,Chennai,Quality Check,F-150,Equipment Failure,Low,11,Resolved
2026-04-15,W16,Chennai,Logistics,Explorer,Quality Issue,Medium,13,Resolved
2026-04-15,W16,Chennai,Assembly,Escape,Machine Failure,Low,10,Resolved
2026-04-15,W16,Chennai,Paint Shop,Ranger,Equipment Failure,Low,9,Resolved
2026-04-15,W16,Chennai,Body Shop,Bronco,Safety Issue,Medium,20,Resolved
2026-04-15,W16,Chennai,Body Shop,Fusion,Safety Issue,High,25,Active
2026-04-15,W16,Chennai,Paint Shop,Mach-E,Machine Failure,Medium,24,Resolved
2026-04-15,W16,Pune,Logistics,F-150,Inspection Failure,Low,11,Active
2026-04-15,W16,Pune,Assembly,Edge,Quality Issue,Medium,13,Active
2026-04-15,W16,Pune,Logistics,Ranger,Inspection Failure,Low,11,Active
2026-04-15,W16,Pune,Quality Check,Bronco,Inspection Failure,Medium,24,Resolved
2026-04-15,W16,Pune,Quality Check,Expedition,Safety Issue,Medium,21,Active
2026-04-15,W16,Sanand,Body Shop,Mustang,Machine Failure,Medium,16,Resolved
2026-04-15,W16,Sanand,Paint Shop,Escape,Machine Failure,Medium,20,Active
2026-04-15,W16,Sanand,Quality Check,Edge,Quality Issue,Low,9,Active
2026-04-15,W16,Sanand,Paint Shop,Expedition,Equipment Failure,Medium,18,Active
2026-04-15,W16,Sanand,Paint Shop,Fusion,Machine Failure,Low,11,Resolved
2026-04-15,W16,Sanand,Logistics,Mach-E,Machine Failure,Low,12,Active
2026-04-16,W16,Dearborn,Paint Shop,F-150,Equipment Failure,High,19,Active
2026-04-16,W16,Dearborn,Assembly,Explorer,Quality Issue,High,20,Active
2026-04-16,W16,Dearborn,Assembly,Ranger,Safety Issue,Medium,16,Active
2026-04-16,W16,Dearborn,Paint Shop,Expedition,Safety Issue,High,25,Active
2026-04-16,W16,Dearborn,Paint Shop,Mach-E,Equipment Failure,Medium,13,Resolved
2026-04-16,W16,Chicago,Paint Shop,Mustang,Equipment Failure,Low,7,Active
2026-04-16,W16,Chicago,Quality Check,Explorer,Inspection Failure,Medium,11,Resolved
2026-04-16,W16,Chicago,Logistics,Escape,Inspection Failure,Medium,17,Active
2026-04-16,W16,Chicago,Assembly,Edge,Safety Issue,High,20,Resolved
2026-04-16,W16,Chicago,Logistics,Ranger,Machine Failure,Low,9,Active
2026-04-16,W16,Detroit,Body Shop,F-150,Quality Issue,High,18,Active
2026-04-16,W16,Detroit,Paint Shop,Escape,Inspection Failure,High,23,Active
2026-04-16,W16,Detroit,Assembly,Edge,Inspection Failure,Medium,12,Resolved
2026-04-16,W16,Detroit,Quality Check,Bronco,Inspection Failure,High,23,Active
2026-04-16,W16,Detroit,Paint Shop,Fusion,Equipment Failure,Medium,16,Resolved
2026-04-16,W16,Kansas City,Assembly,F-150,Safety Issue,Low,10,Resolved
2026-04-16,W16,Kansas City,Assembly,Mustang,Equipment Failure,Low,8,Active
2026-04-16,W16,Kansas City,Paint Shop,Ranger,Equipment Failure,Medium,20,Active
2026-04-16,W16,Kansas City,Paint Shop,Mach-E,Quality Issue,Medium,18,Active
2026-04-16,W16,Louisville,Body Shop,Mustang,Inspection Failure,Medium,12,Resolved
2026-04-16,W16,Valencia,Paint Shop,F-150,Quality Issue,Low,10,Active
2026-04-16,W16,Valencia,Body Shop,Mustang,Machine Failure,Low,9,Active
2026-04-16,W16,Valencia,Quality Check,Escape,Inspection Failure,Medium,20,Resolved
2026-04-16,W16,Valencia,Paint Shop,Ranger,Safety Issue,High,27,Active
2026-04-16,W16,Valencia,Logistics,Expedition,Machine Failure,Medium,15,Active
2026-04-16,W16,Cologne,Body Shop,Escape,Safety Issue,Medium,18,Resolved
2026-04-16,W16,Cologne,Quality Check,Ranger,Quality Issue,High,23,Active
2026-04-16,W16,Cologne,Assembly,Fusion,Quality Issue,Medium,24,Active
2026-04-16,W16,Cologne,Logistics,Mach-E,Safety Issue,Medium,15,Active
2026-04-16,W16,Chennai,Paint Shop,F-150,Machine Failure,Medium,20,Resolved
2026-04-16,W16,Chennai,Paint Shop,Explorer,Inspection Failure,High,24,Active
2026-04-16,W16,Chennai,Quality Check,Edge,Quality Issue,Medium,14,Resolved
2026-04-16,W16,Chennai,Quality Check,Ranger,Inspection Failure,Low,10,Resolved
2026-04-16,W16,Chennai,Paint Shop,Fusion,Inspection Failure,Low,14,Resolved
2026-04-16,W16,Chennai,Body Shop,Mach-E,Machine Failure,Medium,25,Active
2026-04-16,W16,Pune,Logistics,F-150,Quality Issue,High,23,Active
2026-04-16,W16,Pune,Quality Check,Mustang,Safety Issue,Medium,16,Active
2026-04-16,W16,Pune,Logistics,Escape,Quality Issue,Medium,22,Active
2026-04-16,W16,Pune,Quality Check,Bronco,Equipment Failure,Medium,22,Active
2026-04-16,W16,Pune,Logistics,Expedition,Equipment Failure,Medium,23,Resolved
2026-04-16,W16,Pune,Logistics,Mach-E,Safety Issue,Medium,15,Resolved
2026-04-16,W16,Sanand,Logistics,F-150,Machine Failure,Medium,14,Active
2026-04-17,W16,Dearborn,Body Shop,F-150,Machine Failure,High,17,Active
2026-04-17,W16,Dearborn,Body Shop,Expedition,Safety Issue,Medium,18,Active
2026-04-17,W16,Dearborn,Paint Shop,Fusion,Machine Failure,Medium,13,Active
2026-04-17,W16,Chicago,Logistics,Ranger,Quality Issue,Medium,13,Resolved
2026-04-17,W16,Chicago,Quality Check,Bronco,Machine Failure,Low,11,Resolved
2026-04-17,W16,Detroit,Quality Check,Explorer,Equipment Failure,Medium,11,Active
2026-04-17,W16,Detroit,Quality Check,Edge,Safety Issue,Medium,13,Resolved
2026-04-17,W16,Detroit,Quality Check,Ranger,Quality Issue,High,23,Active
2026-04-17,W16,Detroit,Logistics,Bronco,Machine Failure,High,24,Active
2026-04-17,W16,Detroit,Body Shop,Expedition,Inspection Failure,Low,9,Active
2026-04-17,W16,Detroit,Paint Shop,Fusion,Equipment Failure,Medium,20,Resolved
2026-04-17,W16,Detroit,Paint Shop,Mach-E,Inspection Failure,Low,13,Resolved
2026-04-17,W16,Kansas City,Logistics,F-150,Inspection Failure,Low,10,Resolved
2026-04-17,W16,Kansas City,Quality Check,Mustang,Equipment Failure,Medium,11,Active
2026-04-17,W16,Kansas City,Paint Shop,Explorer,Equipment Failure,Medium,12,Active
2026-04-17,W16,Kansas City,Paint Shop,Escape,Safety Issue,Medium,15,Active
2026-04-17,W16,Kansas City,Body Shop,Bronco,Machine Failure,Medium,15,Resolved
2026-04-17,W16,Kansas City,Body Shop,Expedition,Machine Failure,Low,12,Active
2026-04-17,W16,Louisville,Body Shop,F-150,Quality Issue,Medium,11,Active
2026-04-17,W16,Louisville,Paint Shop,Escape,Machine Failure,Medium,14,Active
2026-04-17,W16,Louisville,Body Shop,Edge,Quality Issue,Medium,13,Resolved
2026-04-17,W16,Louisville,Quality Check,Ranger,Equipment Failure,Low,11,Active
2026-04-17,W16,Louisville,Assembly,Bronco,Machine Failure,High,22,Active
2026-04-17,W16,Valencia,Assembly,F-150,Quality Issue,Medium,15,Active
2026-04-17,W16,Valencia,Paint Shop,Mustang,Equipment Failure,Medium,14,Resolved
2026-04-17,W16,Valencia,Assembly,Edge,Equipment Failure,Medium,16,Resolved
2026-04-17,W16,Valencia,Assembly,Ranger,Equipment Failure,Medium,19,Active
2026-04-17,W16,Valencia,Body Shop,Expedition,Equipment Failure,Low,11,Active
2026-04-17,W16,Valencia,Quality Check,Fusion,Inspection Failure,Medium,16,Resolved
2026-04-17,W16,Cologne,Paint Shop,Mustang,Safety Issue,Medium,18,Active
2026-04-17,W16,Cologne,Body Shop,Escape,Equipment Failure,Medium,15,Active
2026-04-17,W16,Cologne,Logistics,Ranger,Machine Failure,High,25,Resolved
2026-04-17,W16,Cologne,Paint Shop,Fusion,Safety Issue,Medium,25,Resolved
2026-04-17,W16,Cologne,Body Shop,Mach-E,Safety Issue,High,26,Active
2026-04-17,W16,Chennai,Logistics,Escape,Quality Issue,Medium,14,Active
2026-04-17,W16,Chennai,Logistics,Edge,Safety Issue,Low,10,Active
2026-04-17,W16,Chennai,Paint Shop,Bronco,Inspection Failure,High,23,Resolved
2026-04-17,W16,Chennai,Quality Check,Fusion,Equipment Failure,High,29,Active
2026-04-17,W16,Chennai,Quality Check,Mach-E,Inspection Failure,High,28,Active
2026-04-17,W16,Pune,Body Shop,Mustang,Machine Failure,Medium,18,Active
2026-04-17,W16,Pune,Body Shop,Explorer,Machine Failure,Medium,14,Resolved
2026-04-17,W16,Pune,Quality Check,Ranger,Machine Failure,Low,12,Active
2026-04-17,W16,Pune,Assembly,Bronco,Equipment Failure,Low,12,Resolved
2026-04-17,W16,Pune,Logistics,Fusion,Machine Failure,Medium,14,Active
2026-04-17,W16,Sanand,Assembly,Mustang,Machine Failure,Low,11,Active
2026-04-17,W16,Sanand,Paint Shop,Escape,Quality Issue,Low,11,Active
2026-04-17,W16,Sanand,Quality Check,Edge,Inspection Failure,Medium,14,Resolved
2026-04-17,W16,Sanand,Quality Check,Bronco,Inspection Failure,Medium,18,Active
2026-04-17,W16,Sanand,Paint Shop,Mach-E,Inspection Failure,Medium,22,Active
2026-04-18,W16,Dearborn,Assembly,Edge,Quality Issue,Medium,12,Active
2026-04-18,W16,Dearborn,Logistics,Bronco,Safety Issue,Low,8,Active
2026-04-18,W16,Dearborn,Assembly,Expedition,Safety Issue,Medium,16,Active
2026-04-18,W16,Dearborn,Assembly,Fusion,Quality Issue,Low,9,Active
2026-04-18,W16,Chicago,Quality Check,Mustang,Quality Issue,Medium,12,Active
2026-04-18,W16,Chicago,Paint Shop,Escape,Equipment Failure,Medium,15,Active
2026-04-18,W16,Chicago,Logistics,Edge,Equipment Failure,Low,9,Active
2026-04-18,W16,Chicago,Body Shop,Ranger,Machine Failure,Medium,12,Active
2026-04-18,W16,Chicago,Logistics,Expedition,Quality Issue,Medium,17,Resolved
2026-04-18,W16,Chicago,Assembly,Fusion,Machine Failure,Medium,12,Active
2026-04-18,W16,Detroit,Body Shop,F-150,Machine Failure,High,15,Resolved
2026-04-18,W16,Detroit,Quality Check,Mustang,Quality Issue,Low,7,Active
2026-04-18,W16,Detroit,Logistics,Edge,Inspection Failure,Medium,11,Resolved
2026-04-18,W16,Detroit,Logistics,Expedition,Safety Issue,Low,9,Active
2026-04-18,W16,Detroit,Assembly,Fusion,Equipment Failure,High,22,Resolved
2026-04-18,W16,Detroit,Paint Shop,Mach-E,Equipment Failure,Medium,14,Active
2026-04-18,W16,Kansas City,Quality Check,Escape,Machine Failure,Medium,16,Resolved
2026-04-18,W16,Kansas City,Assembly,Bronco,Equipment Failure,Medium,18,Resolved
2026-04-18,W16,Kansas City,Body Shop,Expedition,Equipment Failure,High,22,Active
2026-04-18,W16,Louisville,Paint Shop,Mustang,Inspection Failure,Medium,10,Resolved
2026-04-18,W16,Louisville,Body Shop,Escape,Safety Issue,Medium,11,Resolved
2026-04-18,W16,Louisville,Paint Shop,Edge,Equipment Failure,Medium,10,Resolved
2026-04-18,W16,Louisville,Logistics,Expedition,Machine Failure,Low,9,Active
2026-04-18,W16,Louisville,Quality Check,Mach-E,Inspection Failure,Medium,13,Resolved
2026-04-18,W16,Valencia,Assembly,F-150,Equipment Failure,Medium,16,Active
2026-04-18,W16,Valencia,Assembly,Escape,Inspection Failure,Medium,11,Active
2026-04-18,W16,Valencia,Body Shop,Edge,Quality Issue,High,21,Active
2026-04-18,W16,Valencia,Logistics,Ranger,Equipment Failure,High,19,Active
2026-04-18,W16,Valencia,Paint Shop,Bronco,Machine Failure,High,21,Active
2026-04-18,W16,Valencia,Logistics,Fusion,Equipment Failure,Medium,20,Active
2026-04-18,W16,Cologne,Assembly,F-150,Equipment Failure,High,17,Active
2026-04-18,W16,Cologne,Logistics,Escape,Machine Failure,High,19,Resolved
2026-04-18,W16,Cologne,Logistics,Edge,Safety Issue,High,18,Active
2026-04-18,W16,Cologne,Quality Check,Ranger,Inspection Failure,Medium,14,Active
2026-04-18,W16,Cologne,Assembly,Expedition,Inspection Failure,Low,9,Active
